,date,labels,Hate,Not_Hate,RatioofHate,RatioofNotHate
0,2020-10-05,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,24,0.0,1.0
1,2020-10-06,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,49,0.0,1.0
2,2020-10-07,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",1,43,0.022727272727272728,0.9772727272727273
3,2020-10-08,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate']",2,34,0.05555555555555555,0.9444444444444444
4,2020-10-09,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,22,0.0,1.0
5,2020-10-10,['Not Hate'],0,1,0.0,1.0
6,2020-10-11,"['Not Hate', 'Not Hate']",0,2,0.0,1.0
7,2020-10-12,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,28,0.0,1.0
8,2020-10-13,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",1,41,0.023809523809523808,0.9761904761904762
9,2020-10-14,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,37,0.0,1.0
10,2020-10-15,"['Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",2,33,0.05714285714285714,0.9428571428571428
11,2020-10-16,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",2,44,0.043478260869565216,0.9565217391304348
12,2020-10-17,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,5,0.0,1.0
13,2020-10-18,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,6,0.0,1.0
14,2020-10-19,"['Not Hate', 'Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",3,28,0.0967741935483871,0.9032258064516129
15,2020-10-20,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,51,0.0,1.0
16,2020-10-21,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",2,50,0.038461538461538464,0.9615384615384616
17,2020-10-22,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,42,0.0,1.0
18,2020-10-23,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,25,0.0,1.0
19,2020-10-24,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,4,0.0,1.0
20,2020-10-25,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",1,15,0.0625,0.9375
21,2020-10-26,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",1,31,0.03125,0.96875
22,2020-10-27,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",1,42,0.023255813953488372,0.9767441860465116
23,2020-10-28,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,40,0.0,1.0
24,2020-10-29,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,33,0.0,1.0
25,2020-10-30,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,48,0.0,1.0
26,2020-10-31,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,10,0.0,1.0
27,2020-11-01,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,13,0.0,1.0
28,2020-11-02,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,35,0.0,1.0
29,2020-11-03,"['Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",1,18,0.05263157894736842,0.9473684210526315
30,2020-11-04,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,5,0.0,1.0
31,2020-11-05,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,12,0.0,1.0
32,2020-11-06,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,8,0.0,1.0
33,2020-11-07,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,12,0.0,1.0
34,2020-11-08,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,8,0.0,1.0
35,2020-11-09,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,18,0.0,1.0
36,2020-11-10,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,17,0.0,1.0
37,2020-11-11,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,21,0.0,1.0
38,2020-11-12,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",1,37,0.02631578947368421,0.9736842105263158
39,2020-11-13,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,21,0.0,1.0
40,2020-11-14,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,17,0.0,1.0
41,2020-11-15,"['Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",1,14,0.06666666666666667,0.9333333333333333
42,2020-11-16,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,14,0.0,1.0
43,2020-11-17,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,31,0.0,1.0
44,2020-11-18,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",2,22,0.08333333333333333,0.9166666666666666
45,2020-11-19,"['Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",2,25,0.07407407407407407,0.9259259259259259
46,2020-11-20,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",1,25,0.038461538461538464,0.9615384615384616
47,2020-11-21,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,12,0.0,1.0
48,2020-11-22,"['Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate', 'Not Hate']",0,14,0.0,1.0
